"species"	"decimallatitude"	"decimallongitude"	"class"
"3806"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"3807"	"Eonycteris major"	-0.38333	116.975	"Mammalia"
"3808"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"3809"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"3810"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"3811"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"3812"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"3813"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"3814"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"3815"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3816"	"Megaerops ecaudatus"	4.93333	114.96667	"Mammalia"
"3817"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3818"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3819"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3820"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3821"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3822"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3823"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3824"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3825"	"Exilisciurus exilis"	3.86667	113.73333	"Mammalia"
"3826"	"Callosciurus prevostii"	3.31667	114.78333	"Mammalia"
"3827"	"Maxomys surifer"	3.75	115.51667	"Mammalia"
"3828"	"Arctogalidia trivirgata"	3.75	115.45	"Mammalia"
"3829"	"Arctogalidia trivirgata"	3.75	115.45	"Mammalia"
"3830"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"3831"	"Sundasciurus brookei"	2.86667	114.61667	"Mammalia"
"3832"	"Tragulus javanicus"	2.91667	114.66667	"Mammalia"
"3833"	"Rattus exulans"	3.91667	114.45	"Mammalia"
"3834"	"Cynopterus brachyotis"	6.16667	116.23333	"Mammalia"
"3835"	"Ratufa affinis"	3.75	115.45	"Mammalia"
"3836"	"Sundamys infraluteus"	6.08333	116.55	"Mammalia"
"3837"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"3838"	"Hemigalus derbyanus"	4.41667	117.48333	"Mammalia"
"3839"	"Sundasciurus lowii"	4.41667	117.48333	"Mammalia"
"3840"	"Tragulus javanicus"	4.41667	117.48333	"Mammalia"
"3841"	"Crocidura fuliginosa"	5.98333	116.53333	"Mammalia"
"3842"	"Chrotomys whiteheadi"	3.75	115.45	"Mammalia"
"3843"	"Sundasciurus hippurus"	5.28333	117.55	"Mammalia"
"3844"	"Sundasciurus hippurus"	5.28333	117.55	"Mammalia"
"3845"	"Ratufa affinis"	5.28333	117.55	"Mammalia"
"3846"	"Ratufa affinis"	5.28333	117.55	"Mammalia"
"3847"	"Tupaia tana"	5.28333	117.55	"Mammalia"
"3848"	"Rattus exulans"	3.75	115.45	"Mammalia"
"3849"	"Tupaia glis"	3.75	115.45	"Mammalia"
"3850"	"Maxomys surifer"	6.16667	116.23333	"Mammalia"
"3851"	"Rattus tiomanicus"	3.63333	115.51667	"Mammalia"
"3852"	"Dendrogale melanura"	5.98333	116.53333	"Mammalia"
"3853"	"Trichys fasciculata"	1.41667	111.08333	"Mammalia"
"3854"	"Sundasciurus hippurus"	4.85	115.4	"Mammalia"
"3855"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"3856"	"Tupaia glis"	5.83333	118.11667	"Mammalia"
"3857"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"3858"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"3859"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"3860"	"Pteropus vampyrus"	5.21667	115.61667	"Mammalia"
"3861"	"Crocidura fuliginosa"	6.03333	116.48333	"Mammalia"
"3862"	"Helarctos malayanus"	5.48333	118.56667	"Mammalia"
"3863"	"Sundasciurus tenuis"	4.58	113.98	"Mammalia"
"3864"	"Lariscus insignis"	-1.51667	111.5	"Mammalia"
"3865"	"Lariscus insignis"	-1.51667	111.5	"Mammalia"
"3866"	"Lariscus insignis"	-1.51667	111.5	"Mammalia"
"3867"	"Sundasciurus hippurus"	-1.51667	111.5	"Mammalia"
"3868"	""	-1.51667	111.5	"Mammalia"
"3869"	"Rattus exulans"	-1.51667	111.5	"Mammalia"
"3870"	"Arctogalidia trivirgata"	-1.51667	111.5	"Mammalia"
"3871"	"Rattus rattus"	-1.55	112.58333	"Mammalia"
"3872"	"Hylobates muelleri"	5.16667	118.75	"Mammalia"
"3873"	"Presbytis rubicunda"	5.52982	118.07256	"Mammalia"
"3874"	"Hylobates funereus"	5.53333	118.55	"Mammalia"
"3875"	"Presbytis rubicunda"	5.58333	118.06667	"Mammalia"
"3876"	"Paradoxurus hermaphroditus"	5.58333	118.06667	"Mammalia"
"3877"	"Ratufa affinis"	5.53333	118.55	"Mammalia"
"3878"	"Tupaia tana"	5.58333	118.06667	"Mammalia"
"3879"	"Tupaia tana"	5.58333	118.06667	"Mammalia"
"3880"	"Tupaia glis"	5.58333	118.06667	"Mammalia"
"3881"	"Tupaia minor"	5.58333	118.06667	"Mammalia"
"3882"	"Exilisciurus exilis"	5.58333	118.06667	"Mammalia"
"3883"	"Myotis ater"	5.53333	118.55	"Mammalia"
"3884"	"Lariscus insignis"	1.48333	110.33333	"Mammalia"
"3885"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"3886"	"Rattus rattus"	1.48333	110.33333	"Mammalia"
"3887"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"3888"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"3889"	"Niviventer cremoriventer"	1.48333	110.33333	"Mammalia"
"3890"	"Callosciurus prevostii"	2.5	113.5	"Mammalia"
"3891"	"Callosciurus prevostii"	2.86667	114.61667	"Mammalia"
"3892"	"Arctogalidia trivirgata"	3.31667	114.78333	"Mammalia"
"3893"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"3894"	"Prionodon linsang"	1.48333	110.33333	"Mammalia"
"3895"	"Macroglossus minimus"	6.05	116.8	"Mammalia"
"3896"	"Sundasciurus lowii"	1.71667	111.8	"Mammalia"
"3897"	"Muntiacus atherodes"	4.41667	117.48333	"Mammalia"
"3898"	""	5.58333	118.06667	"Mammalia"
"3899"	"Hemigalus derbyanus"	5.28333	117.55	"Mammalia"
"3900"	"Viverra tangalunga"	5.28333	117.55	"Mammalia"
"3901"	"Macroglossus minimus"	6.05	116.8	"Mammalia"
"3902"	"Leopoldamys sabanus"	6.05	116.8	"Mammalia"
"3903"	"Maxomys surifer"	6.05	116.8	"Mammalia"
"3904"	"Nannosciurus melanotis"	0.53283	117.45878	"Mammalia"
"3905"	"Rhinosciurus laticaudatus"	0.55285	117.57514	"Mammalia"
"3906"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3907"	""	4.39954	117.89122	"Mammalia"
"3908"	"Exilisciurus exilis"	4.39976	117.88723	"Mammalia"
"3909"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3910"	"Presbytis rubicunda"	4.39926	117.88929	"Mammalia"
"3911"	"Macaca fascicularis"	4.39976	117.88723	"Mammalia"
"3912"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3913"	"Macroglossus minimus"	2.15	111.61667	"Mammalia"
"3914"	"Cynopterus brachyotis"	2.15	111.61667	"Mammalia"
"3915"	"Myotis muricola"	2.15	111.61667	"Mammalia"
"3916"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3917"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3918"	"Tupaia splendidula"	0.9	109.9	"Mammalia"
"3919"	"Megaderma spasma"	4.033	114.883	"Mammalia"
"3920"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"3921"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"3922"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"3923"	""	5.875	116.05	"Mammalia"
"3924"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"3925"	"Myotis montivagus"	2.65333	113.0515	"Mammalia"
"3926"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"3927"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"3928"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3929"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"3930"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3931"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"3932"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3933"	"Miniopterus schreibersii"	2.65333	113.0515	"Mammalia"
"3934"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"3935"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3936"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3937"	"Crocidura foetida"	2.65333	113.0515	"Mammalia"
"3938"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"3939"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"3940"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"3941"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"3942"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3943"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3944"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3945"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3946"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"3947"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"3948"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"3949"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"3950"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"3951"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"3952"	"Callosciurus prevostii"	2.67	115.62	"Mammalia"
"3953"	"Aethalops alecto"	2.849	115.8	"Mammalia"
"3954"	"Aethalops alecto"	2.85	115.8	"Mammalia"
"3955"	"Philetor brachypterus"	2.85	115.8	"Mammalia"
"3956"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"3957"	"Rhinolophus borneensis"	-0.833	117	"Mammalia"
"3958"	"Taphozous melanopogon"	6.36667	116.31667	"Mammalia"
"3959"	""	2.5	113.5	"Mammalia"
"3960"	"Hipposideros galeritus"	3.8667	113.7167	"Mammalia"
"3961"	"Tupaia tana"	4.41667	118.017	"Mammalia"
"3962"	"Sundasciurus lowii"	4.41667	118.017	"Mammalia"
"3963"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3964"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"3965"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"3966"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"3967"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3968"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3969"	"Sundamys muelleri"	6	116.68	"Mammalia"
"3970"	"Sundamys muelleri"	6	116.68	"Mammalia"
"3971"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"3972"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"3973"	"Kerivoula lenis"	2.65333	113.0515	"Mammalia"
"3974"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"3975"	"Crocidura foetida"	2.65333	113.0515	"Mammalia"
"3976"	"Tupaia tana"	6.08	116.72	"Mammalia"
"3977"	"Tupaia tana"	6.02	116.87	"Mammalia"
"3978"	"Tupaia minor"	5.97	116.68	"Mammalia"
"3979"	"Eonycteris spelaea"	-2.63	115.45	"Mammalia"
"3980"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3981"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3982"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3983"	"Rattus exulans"	-1.08	110.68	"Mammalia"
"3984"	"Callosciurus prevostii"	6	116.68	"Mammalia"
"3985"	"Callosciurus prevostii"	6	116.68	"Mammalia"
"3986"	"Miniopterus schreibersii"	2.65333	113.0515	"Mammalia"
"3987"	"Tupaia gracilis"	2.18	117.47	"Mammalia"
"3988"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3989"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3990"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3991"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3992"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"3993"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"3994"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"3995"	"Leopoldamys sabanus"	6.08	116.72	"Mammalia"
"3996"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"3997"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3998"	"Myotis adversus"	1.71653	110.44442	"Mammalia"
"3999"	"Emballonura alecto"	1.61175	110.19589	"Mammalia"
"4000"	"Aethalops alecto"	1.12817	110.21853	"Mammalia"
"4001"	"Tylonycteris robustula"	6.20042	116.75208	"Mammalia"
"4002"	"Glischropus tylopus"	6.20042	116.75208	"Mammalia"
"4003"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"4004"	"Hipposideros galeritus"	1.71653	110.44442	"Mammalia"
"4005"	"Chrotomys whiteheadi"	1.61175	110.19589	"Mammalia"
"4006"	"Myotis muricola"	1.12817	110.21853	"Mammalia"
"4007"	"Hipposideros ater"	1.12817	110.21853	"Mammalia"
"4008"	"Arctogalidia trivirgata"	6	116.68	"Mammalia"
"4009"	"Rattus tanezumi"	-2.5	115.4	"Mammalia"
"4010"	"Cynopterus horsfieldii"	-2.63	115.45	"Mammalia"
"4011"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"4012"	"Tupaia tana"	5.27	115.68	"Mammalia"
"4013"	"Tragulus napu"	6	116.68	"Mammalia"
"4014"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"4015"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"4016"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"4017"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"4018"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"4019"	"Tupaia splendidula"	-1.6	108.92	"Mammalia"
"4020"	"Pteropus hypomelanus"	2.28	118.25	"Mammalia"
"4021"	"Tupaia tana"	1.6	118.2	"Mammalia"
"4022"	"Tupaia tana"	2.18	117.47	"Mammalia"
"4023"	"Tupaia tana"	2.18	117.47	"Mammalia"
"4024"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"4025"	"Cynopterus horsfieldii"	-1.87	115.2	"Mammalia"
"4026"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"4027"	"Sundasciurus hippurus"	6.02	116.87	"Mammalia"
"4028"	"Macaca fascicularis"	5.44746	118.10752	"Mammalia"
"4029"	"Murina suilla"	2.16667	111.63333	"Mammalia"
"4030"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"4031"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"4032"	"Pongo pygmaeus"	1.56667	110.75	"Mammalia"
"4033"	"Trachypithecus cristatus"	5.81758	117.74131	"Mammalia"
"4034"	"Nasalis larvatus"	1.38	110.745	"Mammalia"
"4035"	"Rhinopoma hardwickii"	0	110	"Mammalia"
"4036"	"Trachypithecus cristatus"	3.00936	113.77358	"Mammalia"
"4037"	"Viverra tangalunga"	3.00936	113.77358	"Mammalia"
"4038"	"Tupaia tana"	-1.51667	111.5	"Mammalia"
"4039"	"Martes flavigula"	-1.51667	111.5	"Mammalia"
"4040"	"Nannosciurus melanotis"	-1.51667	111.5	"Mammalia"
"4041"	"Lariscus insignis"	-1.51667	111.5	"Mammalia"
"4042"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"4043"	""	-1.51667	111.5	"Mammalia"
"4044"	""	-1.51667	111.5	"Mammalia"
"4045"	""	-1.51667	111.5	"Mammalia"
"4046"	""	-1.51667	111.5	"Mammalia"
"4047"	""	-1.51667	111.5	"Mammalia"
"4048"	"Hylobates moloch"	-1.51667	111.5	"Mammalia"
"4049"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"4050"	"Rattus rattus"	-1.55	112.58333	"Mammalia"
"4051"	"Callosciurus prevostii"	6.05	116.8	"Mammalia"
"4052"	"Hipposideros galeritus"	4.56667	118.41667	"Mammalia"
"4053"	"Hipposideros cervinus"	5.51667	118.21667	"Mammalia"
"4054"	"Rhinolophus creaghi"	5.51667	118.06667	"Mammalia"
"4055"	"Rhinolophus borneensis"	4.71667	118.15	"Mammalia"
"4056"	"Myotis ater"	5.51667	118.06667	"Mammalia"
"4057"	"Kerivoula pellucida"	5.35	116.18333	"Mammalia"
"4058"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"4059"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"4060"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"4061"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"4062"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"4063"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"4064"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"4065"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"4066"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"4067"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"4068"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"4069"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"4070"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"4071"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"4072"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"4073"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"4074"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"4075"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"4076"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"4077"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"4078"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"4079"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"4080"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"4081"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"4082"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"4083"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"4084"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"4085"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"4086"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"4087"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"4088"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"4089"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"4090"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"4091"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"4092"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"4093"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"4094"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"4095"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"4096"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"4097"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"4098"	"Rhinolophus trifoliatus"	4.93333	114.96667	"Mammalia"
"4099"	"Hylobates muelleri"	5.16667	118.75	"Mammalia"
"4100"	"Maxomys rajah"	4.56	117.48	"Mammalia"
"4101"	"Ratufa bicolor"	3	112.666	"Mammalia"
"4102"	"Callosciurus notatus"	6.16667	116.23333	"Mammalia"
"4103"	"Callosciurus notatus"	6.16667	116.23333	"Mammalia"
"4104"	"Sundasciurus brookei"	2.85	114.85	"Mammalia"
"4105"	"Hylobates funereus"	2.85	114.85	"Mammalia"
"4106"	"Hylobates funereus"	2.85	114.85	"Mammalia"
"4107"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"4108"	"Muntiacus atherodes"	4.41667	117.48333	"Mammalia"
"4109"	"Ratufa affinis"	4.41667	117.48333	"Mammalia"
"4110"	"Cynopterus brachyotis"	5.98333	116.53333	"Mammalia"
"4111"	"Callosciurus prevostii"	5.28333	117.55	"Mammalia"
"4112"	"Rattus exulans"	3.75	115.45	"Mammalia"
"4113"	"Rattus exulans"	5.83333	118.11667	"Mammalia"
"4114"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"4115"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"4116"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"4117"	"Pongo pygmaeus"	5.83333	118.23333	"Mammalia"
"4118"	"Chrotomys whiteheadi"	6.08333	116.55	"Mammalia"
"4119"	"Pongo pygmaeus"	5.68333	117.78333	"Mammalia"
"4120"	"Hylobates funereus"	5.53333	118.55	"Mammalia"
"4121"	"Hemigalus derbyanus"	5.58333	118.06667	"Mammalia"
"4122"	"Echinosorex gymnura"	5.58333	118.06667	"Mammalia"
"4123"	"Rusa unicolor"	5.95	118.11667	"Mammalia"
"4124"	""	5.58333	118.06667	"Mammalia"
"4125"	"Sundamys muelleri"	5.53333	118.55	"Mammalia"
"4126"	"Sundamys muelleri"	5.53333	118.55	"Mammalia"
"4127"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"4128"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"4129"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"4130"	"Rhinolophus borneensis"	5.58333	118.06667	"Mammalia"
"4131"	"Myotis macrotarsus"	4.46667	118.6	"Mammalia"
"4132"	"Myotis macrotarsus"	4.46667	118.6	"Mammalia"
"4133"	"Exilisciurus exilis"	1.48333	110.33333	"Mammalia"
"4134"	"Rattus tiomanicus"	1.48333	110.33333	"Mammalia"
"4135"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"4136"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"4137"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"4138"	"Hipposideros diadema"	0.4	116.05	"Mammalia"
"4139"	"Crocidura fuliginosa"	6.08333	116.55	"Mammalia"
"4140"	"Ratufa affinis"	3.31667	114.78333	"Mammalia"
"4141"	"Callosciurus notatus"	3.31667	114.78333	"Mammalia"
"4142"	"Callosciurus notatus"	3.31667	114.78333	"Mammalia"
"4143"	"Penthetor lucasi"	3.21667	114.41667	"Mammalia"
"4144"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"4145"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"4146"	"Presbytis hosei"	3.75	115.51667	"Mammalia"
"4147"	"Leopoldamys sabanus"	6.08333	116.55	"Mammalia"
"4148"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"4149"	"Crocidura fuliginosa"	4.85	115.4	"Mammalia"
"4150"	"Macroglossus minimus"	6.05	116.8	"Mammalia"
"4151"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"4152"	"Pongo pygmaeus"	5.83333	118.11667	"Mammalia"
"4153"	"Sus barbatus"	5.28333	117.55	"Mammalia"
"4154"	"Cynopterus brachyotis"	6.05	116.8	"Mammalia"
"4155"	"Tupaia montana"	6.05	116.8	"Mammalia"
"4156"	"Taphozous longimanus"	1.9	109.76667	"Mammalia"
"4157"	"Rattus rattus"	-1.53333	110.38333	"Mammalia"
"4158"	"Nasalis larvatus"	5.59672	118.25169	"Mammalia"
"4159"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"4160"	"Cynopterus brachyotis"	3.816	113.783	"Mammalia"
"4161"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"4162"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"4163"	"Emballonura alecto"	2.6533	113.0514	"Mammalia"
"4164"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"4165"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"4166"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"4167"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"4168"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"4169"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"4170"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"4171"	"Hipposideros bicolor"	2.65333	113.0515	"Mammalia"
"4172"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"4173"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"4174"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"4175"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"4176"	"Miniopterus schreibersii"	2.65333	113.0515	"Mammalia"
"4177"	"Kerivoula papillosa"	2.65333	113.0515	"Mammalia"
"4178"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"4179"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"4180"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"4181"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"4182"	"Pongo pygmaeus"	1.5	110.6667	"Mammalia"
"4183"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"4184"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"4185"	"Callosciurus prevostii"	4.40205	117.88812	"Mammalia"
"4186"	""	4.94348	117.68767	"Mammalia"
"4187"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"4188"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"4189"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"4190"	""	4.40411	117.89235	"Mammalia"
"4191"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"4192"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"4193"	"Callosciurus notatus"	1.53333	110.33333	"Mammalia"
"4194"	"Sus barbatus"	4.58333	113.98333	"Mammalia"
"4195"	"Helarctos malayanus"	4.58333	113.98333	"Mammalia"
"4196"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"4197"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"4198"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"4199"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"4200"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"4201"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"4202"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"4203"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"4204"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"4205"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"4206"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"4207"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"4208"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
"4209"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
